Sex,Age,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
M,,2,61,No,8,7,400
F,,1,67,Yes,8,5,420
F,,2,69,No,8,3,450
M,,5,91,Yes,9,1,800
M,,4,75,No,8,6,600
M,,4,41,No,5,0,210
M,,9,97,No,6,6,950
F,,8,75,Yes,8,9,720
F,,6,47,Yes,4,9,350
F,,1,84,No,9,6,580
F,,2,81,Yes,6,9,590
F,,6,89,Yes,5,2,770
M,,2,48,Yes,8,3,230
F,,5,40,Yes,5,3,260
M,,5,52,Yes,9,3,390
F,,6,89,Yes,8,8,790
M,,6,54,Yes,4,5,390
M,,6,71,Yes,6,9,610
M,,2,73,Yes,4,8,470
M,,3,82,Yes,8,3,630
F,,6,70,Yes,7,6,610
M,,8,53,Yes,6,9,510
F,,1,93,Yes,5,8,680
F,,1,86,No,8,9,660
M,,2,53,No,4,2,290
F,,6,87,Yes,9,2,780
M,,9,94,Yes,7,5,940
M,,4,68,Yes,9,7,560
M,,3,86,No,8,0,680
F,,8,58,No,5,3,500
M,,9,66,Yes,4,7,620
F,,5,48,Yes,6,5,310
M,,9,76,Yes,7,1,730
F,,2,76,Yes,8,7,570
F,,3,82,Yes,8,0,600
M,,7,67,No,8,0,560
M,,7,91,Yes,8,6,880
M,,6,96,No,4,9,840
M,,6,63,Yes,6,2,480
F,,2,67,Yes,5,7,410
F,,6,75,No,7,8,650
F,,4,91,No,8,7,740
M,,3,57,Yes,9,0,380
F,,2,64,No,8,0,400
F,,1,74,Yes,6,5,490
M,,5,43,No,6,0,300
F,,2,53,No,4,7,290
M,,2,78,Yes,4,5,570
F,,7,65,Yes,9,4,580
F,,8,47,No,9,5,400
F,,8,63,Yes,4,3,600
M,,4,55,No,7,0,410
M,,1,59,No,9,6,340
F,,7,54,Yes,4,9,460
M,,1,46,No,8,8,240
F,,4,97,Yes,4,3,790
F,,8,56,Yes,7,3,520
M,,2,61,No,4,8,360
M,,6,61,Yes,4,3,520
M,,6,93,No,8,9,840
M,,9,51,No,9,3,500
M,,5,57,Yes,8,7,470
M,,4,95,Yes,8,3,810
M,,5,85,No,4,8,700
F,,5,86,Yes,8,7,770
F,,8,54,No,6,4,490
M,,8,76,No,5,8,700
M,,2,55,No,5,7,280
M,,7,44,No,8,9,360
F,,8,41,No,9,3,340
M,,6,91,Yes,7,3,800
M,,5,67,No,8,0,510
F,,9,96,No,9,3,950
M,,3,80,No,8,7,600
F,,4,93,No,4,4,780
F,,9,66,No,9,5,650
F,,6,70,No,7,3,570
F,,8,80,Yes,8,4,750
M,,7,75,Yes,6,9,690
F,,2,86,No,9,7,620
F,,3,82,No,5,8,630
M,,1,40,No,9,2,110
F,,9,89,Yes,6,9,910
M,,7,68,No,6,3,580
F,,1,40,No,6,0,150
M,,3,47,No,7,4,240
F,,4,96,No,7,3,800
F,,4,55,No,9,5,360
M,,5,97,No,7,5,830
F,,3,67,Yes,5,9,490
M,,3,61,No,4,5,410
F,,1,57,No,9,2,330
F,,7,61,No,8,6,520
M,,1,80,No,8,2,520
F,,2,51,No,9,5,310
F,,4,58,No,4,9,380
M,,4,64,No,8,0,450
F,,5,89,No,9,7,790
F,,2,98,No,9,6,780
F,,4,44,Yes,6,8,240
F,,1,98,Yes,5,2,720
M,,2,73,Yes,8,7,520
F,,1,78,No,5,1,500
F,,4,98,Yes,9,8,830
F,,4,49,Yes,4,0,320
M,,7,86,Yes,9,9,840
F,,9,96,Yes,8,6,950
M,,9,46,No,5,9,430
F,,5,99,Yes,6,0,820
F,,1,76,Yes,6,5,540
F,,1,86,No,9,0,590
F,,6,91,Yes,4,3,780
F,,2,99,No,7,6,790
M,,8,91,Yes,8,1,870
M,,9,54,Yes,9,2,530
F,,4,81,Yes,6,3,650
M,,5,63,No,6,5,480
M,,8,65,Yes,4,8,610
M,,3,65,Yes,6,3,410
M,,5,85,No,8,5,750
F,,3,65,Yes,4,6,440
M,,3,97,Yes,5,3,790
M,,3,49,Yes,4,5,290
F,,7,56,Yes,8,2,440
F,,7,92,Yes,8,4,850
M,,7,53,No,5,9,400
F,,8,41,No,9,3,360
F,,5,87,No,4,6,720
M,,5,52,Yes,8,5,360
F,,4,66,Yes,8,6,510
M,,7,48,Yes,5,5,380
M,,4,46,Yes,7,1,280
F,,2,87,Yes,4,6,590
F,,4,49,No,8,7,300
M,,8,95,No,6,6,880
M,,9,93,No,5,3,870
F,,3,48,Yes,7,3,270
F,,7,61,No,7,4,510
F,,9,62,No,5,8,590
F,,4,46,No,7,4,230
M,,3,87,No,8,1,710
F,,5,48,Yes,7,4,330
M,,1,66,Yes,4,2,380
M,,3,63,No,6,9,450
M,,8,68,No,8,7,670
F,,8,56,No,5,9,490
M,,4,59,No,6,9,440
M,,2,46,No,9,1,220
F,,8,82,No,8,3,790
M,,8,79,No,6,4,740
F,,4,46,No,7,3,260
M,,3,67,No,9,4,490
M,,2,58,Yes,5,9,330
M,,9,59,No,5,3,530
F,,1,83,Yes,4,2,530
F,,7,78,Yes,7,0,690
M,,5,79,No,4,3,650
F,,8,46,No,4,8,370
M,,4,45,Yes,7,0,280
F,,7,64,Yes,8,6,560
F,,5,80,No,9,2,640
F,,5,98,Yes,4,7,830
M,,9,52,No,6,5,500
M,,9,78,No,9,0,770
F,,9,79,Yes,8,9,790
M,,6,61,No,7,4,490
M,,6,88,Yes,5,7,770
F,,5,56,No,8,2,400
F,,9,87,No,4,3,830
F,,8,61,Yes,6,6,530
F,,7,73,Yes,9,5,660
F,,7,47,No,7,6,420
F,,6,88,No,5,8,760
F,,5,84,Yes,9,8,750
F,,4,57,No,6,1,400
M,,3,63,Yes,5,2,450
M,,3,99,Yes,7,3,730
F,,6,93,Yes,9,5,840
F,,4,99,No,8,4,840
M,,6,81,Yes,4,5,710
F,,3,41,No,7,7,230
F,,4,41,Yes,6,1,240
M,,9,66,No,8,5,640
M,,5,53,No,9,8,380
M,,7,87,Yes,5,4,740
F,,2,78,Yes,8,0,580
F,,5,92,Yes,8,7,780
M,,9,92,No,6,3,880
M,,3,95,No,4,7,760
F,,9,51,No,8,3,480
F,,6,71,Yes,8,7,590
M,,4,67,Yes,4,8,460
M,,7,94,Yes,4,4,840
M,,8,67,Yes,5,4,610
F,,6,85,Yes,9,1,760
F,,5,64,No,5,8,490
F,,6,43,Yes,4,3,300
F,,5,65,No,7,2,470
M,,8,75,Yes,4,1,700
M,,1,89,Yes,5,2,690
M,,7,42,Yes,6,3,350
F,,2,40,Yes,6,8,200
M,,9,56,Yes,9,5,550
M,,1,46,No,8,9,190
M,,6,87,Yes,6,4,740
F,,9,44,No,5,8,420
M,,1,58,No,6,7,340
M,,4,78,No,7,5,590
M,,4,85,No,4,2,670
F,,9,73,Yes,4,6,700
F,,5,74,Yes,5,9,610
F,,5,88,Yes,8,5,760
F,,6,55,Yes,4,7,440
F,,1,79,Yes,6,5,500
M,,1,89,No,7,9,680
F,,9,86,Yes,8,3,870
M,,3,78,Yes,8,9,600
F,,4,66,No,8,6,470
F,,1,80,Yes,4,6,550
F,,9,77,Yes,9,7,730
M,,8,89,No,8,1,870
F,,2,89,Yes,5,5,660
F,,8,64,No,6,2,560
F,,7,65,No,9,7,590
F,,6,95,Yes,7,3,830
M,,1,53,No,6,3,260
F,,7,53,Yes,5,1,410
F,,7,53,Yes,5,5,450
F,,9,64,Yes,9,5,630
M,,1,75,No,6,0,500
M,,2,43,No,4,7,150
M,,9,86,No,5,2,790
F,,9,54,No,8,0,490
M,,6,71,No,7,9,630
F,,6,57,No,7,0,420
F,,4,53,No,5,0,320
M,,4,97,No,8,4,840
M,,5,40,No,6,4,260
M,,3,81,No,7,0,620
F,,1,59,No,8,4,330
M,,1,49,Yes,8,6,280
M,,7,49,No,4,4,360
M,,1,98,Yes,5,8,730
F,,1,63,Yes,8,3,370
M,,3,73,Yes,6,8,530
F,,4,67,Yes,7,7,480
F,,4,66,No,4,0,480
M,,2,79,Yes,6,3,540
M,,1,40,Yes,7,6,120
F,,3,72,Yes,5,0,460
M,,4,43,No,6,7,240
F,,3,46,Yes,7,1,260
F,,8,48,Yes,4,7,420
M,,1,55,No,7,3,280
F,,2,44,No,8,7,200
M,,7,73,No,4,0,610
M,,4,99,No,6,4,800
M,,8,62,No,9,8,620
M,,3,82,No,5,6,590
M,,6,89,No,4,2,740
M,,9,64,No,4,3,590
F,,1,96,No,4,9,680
M,,1,90,Yes,7,6,660
M,,8,52,No,8,5,430
F,,3,63,Yes,9,3,440
M,,5,50,Yes,5,2,340
F,,1,91,No,5,1,620
F,,5,90,No,8,9,770
F,,6,56,No,7,8,440
M,,8,76,No,7,2,690
M,,3,52,Yes,8,6,350
F,,3,66,Yes,8,0,500
F,,9,59,No,6,7,500
M,,4,72,Yes,7,0,540
F,,4,81,No,4,1,590
F,,7,71,Yes,5,0,600
M,,2,47,Yes,7,3,250
M,,8,95,No,8,1,940
F,,6,68,No,4,0,530
F,,3,79,Yes,6,0,590
F,,9,58,No,9,1,530
M,,5,45,Yes,6,5,290
M,,8,83,No,4,1,730
M,,7,99,No,4,1,870
M,,8,78,No,8,7,720
M,,7,87,No,9,4,820
F,,3,80,No,8,7,600
F,,2,60,No,5,7,380
F,,7,96,No,9,1,890
M,,3,61,Yes,9,6,450
F,,3,81,No,5,8,570
M,,2,49,Yes,6,7,270
F,,4,49,No,4,8,310
M,,8,91,Yes,6,7,860
F,,1,68,No,8,3,450
M,,1,55,No,7,9,300
M,,5,40,Yes,8,6,280
M,,5,56,No,7,8,430
F,,1,69,No,4,8,430
M,,6,65,No,4,3,520
F,,1,92,No,9,6,680
F,,5,85,No,4,5,730
F,,9,58,Yes,5,2,560
F,,5,92,No,5,9,780
M,,6,60,Yes,7,5,490
F,,8,56,Yes,6,7,520
M,,1,85,Yes,9,1,620
F,,2,79,Yes,6,2,590
F,,9,60,Yes,7,7,600
F,,3,92,Yes,5,3,710
M,,6,80,Yes,8,3,680
F,,5,79,Yes,9,1,680
M,,2,84,No,7,9,630
F,,7,88,Yes,6,0,770
M,,4,58,No,7,6,430
F,,1,99,Yes,7,3,770
M,,4,46,Yes,4,5,280
M,,6,56,No,5,7,470
F,,7,40,Yes,9,6,340
M,,7,76,No,4,6,640
M,,7,96,Yes,5,5,880
M,,3,45,No,7,3,210
M,,6,65,No,5,3,530
F,,8,41,Yes,6,8,340
M,,4,98,Yes,9,4,830
F,,8,71,Yes,4,8,670
F,,2,96,Yes,9,8,750
M,,9,87,No,7,3,880
F,,9,93,No,6,1,870
M,,8,44,No,5,1,320
M,,1,76,No,5,8,500
M,,2,70,No,6,8,500
M,,6,51,No,5,2,380
M,,5,74,No,4,4,570
F,,9,69,Yes,8,4,640
F,,5,87,Yes,5,1,710
M,,2,45,Yes,7,1,190
M,,4,54,Yes,5,9,380
M,,9,54,Yes,9,0,520
M,,1,55,Yes,7,1,270
M,,1,59,Yes,5,6,320
M,,7,52,Yes,5,0,450
F,,3,83,No,7,0,610
F,,2,81,Yes,4,8,570
F,,9,85,Yes,8,1,830
F,,3,70,Yes,8,3,480
M,,2,73,No,4,2,500
M,,8,68,Yes,5,3,610
F,,6,42,No,8,6,290
F,,6,48,No,4,9,370
F,,7,50,Yes,4,1,390
F,,7,50,No,8,1,390
F,,6,64,Yes,7,8,540
M,,4,61,Yes,6,5,460
F,,9,81,Yes,7,6,780
M,,6,97,No,5,4,830
M,,4,85,Yes,7,4,640
M,,3,48,Yes,9,3,260
M,,4,59,Yes,6,7,410
F,,3,98,No,6,6,760
M,,2,60,No,4,9,350
F,,5,49,No,9,1,390
M,,2,61,No,5,1,390
M,,6,68,Yes,4,5,540
M,,3,48,Yes,7,0,280
M,,6,44,No,7,6,300
F,,9,79,Yes,8,7,810
M,,1,50,No,4,9,240
M,,6,40,Yes,9,7,320
F,,9,92,Yes,4,2,870
F,,4,81,No,4,6,660
M,,2,40,No,4,0,130
F,,4,97,Yes,6,2,760
F,,1,93,No,8,5,680
F,,3,78,Yes,5,8,570
M,,9,99,Yes,5,4,980
M,,5,85,Yes,5,4,690
F,,6,44,Yes,6,8,340
F,,3,88,No,8,8,680
F,,5,61,Yes,9,5,470
F,,8,65,Yes,8,4,600
F,,6,92,Yes,6,9,830
F,,4,45,No,9,1,250
M,,2,71,Yes,4,7,500
M,,9,87,No,7,7,870
M,,1,50,No,4,6,220
M,,1,49,No,5,7,220
F,,4,86,No,4,2,620
F,,7,78,No,6,2,720
M,,1,94,No,5,1,660
M,,9,73,No,7,0,710
F,,4,70,Yes,9,2,530
M,,3,51,Yes,9,2,320
M,,1,90,No,5,6,650
F,,4,83,No,4,9,650
M,,9,55,No,8,8,500
M,,6,77,Yes,8,0,660
M,,6,42,No,9,7,290
M,,1,41,Yes,8,0,130
M,,2,91,Yes,5,2,660
F,,6,44,No,8,3,320
F,,2,50,Yes,6,7,260
F,,3,97,No,9,0,750
F,,4,64,No,7,1,460
M,,5,74,No,8,4,620
F,,9,74,Yes,6,5,690
M,,4,61,No,6,4,430
F,,9,76,Yes,5,2,740
F,,3,61,No,9,9,430
M,,8,94,No,5,6,860
M,,1,50,No,7,0,240
M,,9,71,No,7,1,670
M,,9,74,No,4,8,710
F,,2,70,Yes,7,3,480
F,,4,84,No,9,7,640
M,,8,92,No,9,8,880
M,,7,47,No,5,6,390
M,,1,59,Yes,6,0,350
F,,5,81,No,4,4,670
F,,7,73,No,7,5,650
F,,4,43,No,6,7,270
F,,1,57,No,5,9,320
M,,9,90,Yes,8,7,890
F,,5,43,No,4,8,300
F,,2,59,Yes,9,8,370
M,,8,97,Yes,6,3,910
M,,2,48,Yes,5,5,260
M,,3,55,Yes,5,2,320
M,,1,65,No,4,0,340
F,,2,77,No,4,5,510
M,,7,64,Yes,7,0,560
F,,2,43,Yes,7,8,260
F,,6,80,Yes,9,5,730
F,,3,98,No,9,0,800
F,,4,84,Yes,4,2,690
M,,8,80,Yes,4,0,730
M,,3,77,Yes,6,1,550
F,,6,92,Yes,7,5,820
M,,1,58,Yes,5,6,320
F,,7,53,No,7,0,410
F,,8,60,Yes,7,9,550
M,,8,54,No,4,4,430
F,,3,42,No,4,5,200
M,,1,76,No,7,3,500
M,,9,92,No,8,5,900
F,,6,89,No,8,4,820
M,,9,85,Yes,9,6,850
F,,7,55,No,7,3,490
F,,1,53,No,8,0,240
F,,1,48,Yes,9,1,250
M,,6,86,No,9,5,760
F,,5,46,Yes,7,9,330
F,,9,53,Yes,9,1,480
M,,2,45,Yes,4,4,210
F,,8,60,Yes,4,3,580
F,,5,54,Yes,4,6,400
F,,2,91,No,5,3,670
F,,6,47,Yes,4,6,350
F,,8,73,Yes,4,7,680
F,,4,79,No,7,6,660
M,,2,40,No,8,1,160
M,,5,71,No,8,0,570
M,,2,97,No,4,4,730
M,,2,88,Yes,4,6,640
M,,6,90,No,4,0,770
M,,9,44,Yes,9,7,460
M,,4,69,No,7,2,500
F,,6,61,No,7,6,500
M,,7,59,No,7,2,510
M,,6,55,No,8,3,430
M,,8,46,No,5,7,400
M,,4,46,Yes,8,1,300
M,,1,89,Yes,7,5,630
M,,7,89,Yes,6,9,820
F,,3,41,No,5,8,200
M,,6,86,Yes,4,9,730
M,,2,53,No,9,8,320
F,,9,70,No,8,4,670
M,,1,89,Yes,9,2,690
M,,6,80,Yes,5,5,670
F,,6,53,No,6,8,440
F,,5,44,No,5,5,290
M,,5,50,Yes,8,3,380
F,,1,79,No,7,4,520
M,,5,44,Yes,4,6,250
M,,2,68,Yes,7,9,460
M,,7,50,No,7,2,420
M,,3,44,No,8,8,240
M,,4,88,No,7,0,700
M,,3,93,No,7,7,780
F,,3,71,Yes,8,4,510
F,,4,75,No,8,9,610
M,,5,54,Yes,6,8,380
F,,1,58,Yes,7,1,340
F,,4,61,No,5,0,420
M,,8,73,Yes,4,9,680
M,,7,95,No,9,6,870
M,,9,56,No,4,9,530
F,,5,51,Yes,8,8,390
M,,4,64,Yes,9,4,450
M,,8,95,Yes,8,3,890
F,,9,56,No,6,3,530
M,,7,49,No,7,7,390
M,,7,67,Yes,8,0,590
M,,5,96,No,8,0,810
M,,4,57,No,4,7,400
F,,1,90,Yes,7,1,640
M,,7,57,No,6,9,530
F,,1,84,Yes,8,5,560
F,,1,71,Yes,8,1,440
F,,5,53,Yes,8,4,410
M,,9,95,No,4,2,910
F,,6,55,Yes,8,6,460
F,,3,89,Yes,8,8,650
M,,3,97,Yes,4,1,760
F,,7,57,Yes,8,6,500
F,,6,55,No,7,7,450
F,,9,56,Yes,7,9,550
F,,6,46,No,4,7,330
F,,5,51,Yes,7,6,370
F,,7,73,No,9,3,630
M,,1,49,No,9,3,240
M,,7,44,No,9,9,370
F,,3,60,No,6,8,390
F,,9,42,Yes,8,9,410
F,,6,58,Yes,6,8,460
F,,9,84,No,7,4,780
M,,5,83,No,4,6,690
M,,7,74,No,9,6,710
F,,4,45,Yes,4,8,280
M,,7,53,No,6,6,450
F,,1,43,No,7,7,200
F,,7,84,Yes,8,6,810
M,,8,90,Yes,7,3,850
F,,5,57,Yes,9,1,420
F,,2,68,Yes,7,2,460
F,,5,74,Yes,4,6,600
F,,6,91,Yes,5,8,820
M,,2,77,No,9,1,550
M,,6,55,No,8,6,440
F,,6,59,Yes,9,3,470
M,,1,63,No,9,6,410
M,,1,74,Yes,8,4,480
M,,3,83,No,9,6,620
F,,3,90,Yes,4,5,640
M,,4,58,Yes,7,1,400
F,,2,95,No,4,6,700
F,,9,43,No,7,4,390
F,,7,72,Yes,5,8,630
M,,7,41,Yes,9,0,320
F,,6,52,Yes,5,0,370
F,,3,97,Yes,6,1,750
F,,6,84,Yes,7,7,720
M,,8,69,Yes,4,8,630
F,,8,73,No,4,6,640
M,,9,69,No,9,0,690
F,,1,90,No,4,6,630
F,,1,93,No,6,7,650
F,,3,63,No,8,6,440
M,,3,87,Yes,4,4,650
M,,8,83,Yes,9,6,810
F,,1,72,No,5,9,450
M,,2,80,Yes,4,1,590
M,,2,88,No,4,8,670
F,,3,49,No,4,1,340
M,,6,57,Yes,9,1,460
M,,1,58,Yes,8,4,350
F,,2,46,No,4,7,220
M,,1,96,No,8,5,720
F,,5,58,No,8,8,470
M,,7,63,No,6,5,550
M,,8,54,Yes,5,4,470
M,,1,80,No,4,0,550
M,,7,81,Yes,4,7,740
M,,5,62,No,4,2,490
M,,1,91,No,8,1,680
M,,3,91,Yes,7,6,720
F,,7,43,Yes,5,1,320
M,,1,77,Yes,9,0,510
F,,7,43,Yes,4,1,340
M,,5,44,Yes,7,5,330
M,,1,80,No,7,1,560
F,,1,83,No,7,0,540
F,,1,62,No,5,0,330
F,,9,79,Yes,7,3,780
F,,3,92,Yes,9,7,770
M,,5,76,Yes,4,5,620
M,,9,50,No,9,3,510
M,,6,94,Yes,4,5,780
M,,9,50,No,6,5,460
M,,8,52,No,8,8,500
F,,8,53,No,7,3,470
M,,1,99,Yes,9,5,740
M,,9,47,No,8,9,470
M,,6,64,No,8,0,520
F,,9,57,No,8,6,540
F,,3,90,Yes,8,6,690
F,,3,83,No,8,0,640
F,,6,83,Yes,4,7,690
M,,9,57,Yes,5,4,580
F,,7,49,No,7,8,370
M,,3,46,No,7,7,260
M,,3,99,Yes,4,2,800
M,,2,89,No,9,0,640
M,,9,83,Yes,4,2,780
M,,3,53,Yes,8,1,350
F,,5,54,Yes,5,1,360
F,,9,55,No,7,3,550
F,,8,41,Yes,9,1,360
M,,2,69,Yes,6,7,460
F,,3,69,No,4,4,510
F,,2,57,No,6,0,300
F,,8,70,Yes,7,5,680
F,,6,83,Yes,4,6,690
M,,6,87,Yes,7,0,780
M,,9,52,No,4,2,510
M,,8,59,Yes,9,8,550
M,,4,88,Yes,7,6,720
M,,4,89,No,6,3,710
M,,9,74,No,5,5,690
F,,1,62,Yes,9,5,380
M,,2,81,No,9,2,610
F,,2,72,Yes,4,1,490
F,,6,77,Yes,6,4,670
M,,4,74,No,7,7,560
M,,3,90,Yes,6,2,680
M,,3,75,Yes,9,4,600
M,,3,59,No,4,2,340
F,,6,94,Yes,6,6,830
F,,8,42,No,7,5,370
F,,7,47,Yes,8,5,420
M,,4,79,No,9,0,620
M,,4,98,No,5,1,800
M,,2,71,No,5,5,460
F,,1,68,No,9,7,470
F,,9,46,No,8,4,460
F,,2,41,No,4,1,130
F,,8,60,Yes,6,4,550
F,,9,45,Yes,6,8,420
M,,4,67,No,8,5,510
F,,8,87,Yes,8,4,810
M,,9,81,No,7,9,750
F,,5,75,No,7,5,590
M,,7,71,Yes,5,8,620
M,,4,84,No,4,6,650
F,,1,81,Yes,4,9,510
F,,3,92,No,8,2,730
F,,5,85,No,5,9,680
F,,3,48,Yes,5,9,280
M,,7,50,No,7,4,390
M,,9,62,No,6,3,550
M,,6,89,No,4,4,760
F,,1,50,Yes,5,7,240
M,,7,88,Yes,7,5,810
M,,3,41,Yes,7,3,240
F,,5,42,Yes,7,4,290
F,,4,50,Yes,6,6,370
M,,5,89,No,5,7,740
M,,5,98,Yes,8,4,840
M,,6,74,Yes,8,1,640
M,,6,97,No,7,5,900
M,,8,54,No,7,8,460
M,,8,82,Yes,6,2,790
M,,9,50,No,7,6,480
F,,8,70,No,9,7,650
F,,2,67,No,5,5,460
F,,1,67,Yes,7,2,390
F,,2,71,No,7,0,490
F,,2,64,No,5,2,390
F,,3,59,Yes,4,5,400
F,,7,67,No,9,3,600
M,,2,64,No,9,0,430
M,,1,50,Yes,8,5,250
M,,6,58,Yes,7,0,450
M,,9,67,Yes,5,7,640
F,,3,40,No,8,2,200
M,,6,98,Yes,6,2,870
F,,3,44,Yes,4,0,230
M,,1,49,No,7,2,230
F,,5,81,No,4,6,670
F,,4,85,No,7,9,740
F,,7,73,No,7,7,640
F,,6,75,No,7,7,660
M,,7,41,Yes,4,2,290
F,,5,57,Yes,9,4,420
M,,4,52,Yes,6,0,370
F,,7,90,No,9,8,820
M,,7,44,Yes,5,7,350
F,,6,59,No,5,9,460
F,,8,41,No,9,1,400
F,,4,50,Yes,6,9,340
F,,5,69,Yes,6,0,520
F,,4,71,No,7,3,520
F,,1,71,No,7,8,500
F,,8,97,Yes,5,7,910
M,,1,89,Yes,7,2,640
M,,5,77,No,7,9,670
F,,6,94,No,6,5,850
M,,6,67,No,4,8,530
M,,5,49,No,9,9,350
M,,3,61,Yes,8,7,410
M,,5,94,Yes,8,9,810
M,,8,56,No,7,4,520
F,,2,61,No,7,8,390
M,,6,82,Yes,9,8,720
F,,9,58,No,8,2,550
F,,8,56,No,6,7,490
F,,8,63,No,8,3,600
F,,8,75,No,8,9,690
F,,7,71,No,8,6,630
F,,8,97,No,7,9,940
M,,6,95,Yes,7,7,860
M,,2,97,No,9,6,750
F,,2,85,Yes,8,4,660
F,,8,98,Yes,7,0,970
M,,1,91,Yes,9,7,710
F,,6,75,No,8,4,590
F,,6,67,No,6,2,540
M,,4,53,No,7,1,340
F,,3,97,Yes,4,2,770
F,,3,75,Yes,9,8,600
M,,1,45,No,7,1,160
M,,3,48,No,6,9,300
F,,4,60,Yes,6,0,420
F,,5,51,Yes,7,1,360
F,,3,97,Yes,5,1,770
F,,6,69,No,9,4,580
F,,5,70,Yes,8,0,580
F,,3,79,Yes,8,9,600
F,,6,95,Yes,6,7,870
F,,6,43,No,7,1,300
F,,8,70,No,5,5,590
F,,2,66,No,9,4,420
F,,1,97,Yes,4,1,700
F,,4,96,Yes,8,9,820
F,,7,64,Yes,9,0,560
M,,3,44,Yes,9,5,240
M,,3,45,No,5,5,270
M,,5,44,Yes,9,2,330
F,,5,90,Yes,8,7,750
F,,3,66,No,7,8,450
M,,9,47,Yes,8,2,450
F,,4,48,Yes,4,8,300
F,,3,54,Yes,7,7,290
F,,2,75,No,6,4,500
M,,9,96,Yes,5,5,950
F,,4,80,No,8,0,630
M,,3,46,Yes,7,4,240
F,,7,71,No,9,9,630
M,,8,47,No,7,9,410
F,,2,86,No,8,6,690
F,,7,90,Yes,6,0,810
F,,5,54,Yes,8,9,400
F,,5,76,No,6,8,660
M,,3,58,No,9,6,400
M,,5,78,Yes,8,3,630
M,,2,45,No,7,3,210
M,,4,98,Yes,4,9,810
M,,6,58,Yes,4,6,470
M,,1,96,No,9,5,690
F,,4,67,No,7,2,470
F,,6,56,Yes,4,8,440
F,,9,81,Yes,9,5,780
F,,2,58,Yes,6,1,360
M,,7,70,No,7,9,600
F,,6,50,Yes,6,1,430
M,,2,54,No,7,0,300
M,,8,49,No,6,4,430
F,,7,82,Yes,6,9,750
M,,5,62,No,4,5,460
M,,5,42,No,7,2,290
F,,7,42,No,8,3,330
F,,9,57,No,4,4,510
M,,9,64,Yes,6,3,580
F,,9,82,Yes,6,8,810
M,,6,59,No,8,2,490
F,,6,97,No,8,4,840
F,,3,68,No,6,6,470
M,,1,61,No,8,6,380
M,,7,89,No,5,5,780
F,,4,96,Yes,4,8,770
M,,1,54,Yes,7,6,290
M,,8,78,Yes,8,3,760
F,,6,49,Yes,8,9,410
M,,6,60,No,5,8,510
F,,2,94,No,7,5,700
F,,1,91,Yes,5,0,630
F,,2,68,Yes,7,8,460
F,,4,71,Yes,4,6,530
M,,2,49,No,8,5,250
M,,1,52,No,4,5,260
F,,7,86,No,7,3,740
F,,8,62,Yes,8,3,570
F,,6,89,Yes,5,2,800
F,,4,62,No,6,7,450
F,,6,70,No,5,7,560
M,,3,43,No,6,1,190
F,,8,91,Yes,5,4,860
M,,2,88,No,7,8,700
F,,5,99,No,4,8,850
M,,1,42,Yes,6,6,160
M,,6,60,No,7,3,470
F,,2,92,No,4,3,650
F,,4,41,No,4,9,230
F,,6,43,No,8,6,290
F,,8,40,Yes,8,2,360
M,,8,54,No,8,2,490
F,,6,96,Yes,6,4,850
M,,4,72,No,6,5,560
M,,8,45,Yes,4,7,390
F,,8,46,No,6,0,400
F,,1,58,No,4,6,330
M,,4,83,Yes,7,7,670
F,,4,40,No,5,4,190
M,,7,78,No,4,9,740
F,,7,58,Yes,4,1,470
F,,8,84,No,7,3,770
F,,5,65,No,8,5,520
M,,7,83,No,9,8,760
F,,8,51,No,8,1,420
F,,9,61,No,8,3,560
F,,3,52,Yes,4,9,300
F,,3,67,Yes,4,4,470
F,,4,53,No,6,7,340
F,,5,61,No,6,7,480
M,,1,69,Yes,5,1,420
M,,7,83,Yes,5,5,740
M,,9,59,Yes,9,5,580
M,,8,83,Yes,6,4,750
F,,5,66,Yes,4,7,540
F,,4,77,Yes,7,9,620
M,,7,98,No,6,1,880
F,,5,81,No,4,1,640
F,,7,91,No,6,6,810
M,,1,95,No,8,8,690
M,,1,80,No,6,2,510
F,,3,73,Yes,9,6,520
F,,2,78,Yes,8,2,580
M,,2,80,Yes,4,5,550
F,,7,96,Yes,8,2,860
M,,2,83,Yes,6,0,620
F,,4,76,Yes,8,5,600
F,,2,40,No,9,2,150
M,,6,93,No,7,0,820
M,,8,54,Yes,8,4,520
M,,4,71,No,9,7,570
F,,5,47,Yes,8,7,340
M,,4,72,No,5,7,550
F,,3,57,Yes,7,2,390
F,,5,84,Yes,4,7,730
F,,9,68,No,9,3,640
M,,8,71,Yes,8,7,670
F,,8,72,No,7,2,670
M,,8,44,No,4,2,360
F,,8,57,Yes,7,0,520
F,,7,87,Yes,9,7,850
F,,8,97,Yes,5,7,910
M,,8,49,No,9,8,420
F,,8,75,No,9,5,740
M,,7,72,Yes,4,1,650
M,,1,62,Yes,4,0,360
M,,4,79,Yes,8,7,630
F,,4,44,Yes,6,9,290
M,,5,73,Yes,9,3,600
M,,6,63,Yes,4,6,500
F,,4,56,Yes,9,9,400
M,,2,70,No,9,3,480
F,,6,46,No,4,0,330
F,,8,56,Yes,5,7,510
M,,8,67,Yes,5,9,640
M,,7,77,No,9,8,700
F,,6,61,Yes,5,9,490
